Product,Type,Price,Category,cy,fi,il,nl,tt,uk,us
copyright,Plan chest,149,cabinet,gofod,prässi,עשר,zorg,silver,choose,much
copywriter,Wine rack,34,rack,pen,edellä,נסיעה,waren,pretty,talk,distant
cornflakes,Plan chest,49,cabinet,pwynt,huone,עבודה,geel,book,arrive,doctor
cowboy,Pantry,59,kitchen,yn,pohjoiseen,דיברתי,korte,full,card,green
crawl,Piano,59,music,chi,kulta,שלו,brief,cell,shine,post
crawla,Stipo a bambocci,79,room,derbyn,hissi,פער,kloof,place,very,page
credo,Infant bed,179,bed,bwyta,varsi,קצת,reis,than,system,ocean
crêpe,Chess table,139,table,cwmwl,paikka,המעגל,spoor,better,we,help
croissant,Cabinetry,9,cabinet,gollwng,rannikko,נאום,sommige,so,song,visit
cup,Murphy bed,229,bed,dawel,hiljainen,לפחות,bereiken,match,country,same
curry,Piano,49,music,milltir,täyttää,חיוך,apparaat,put,spoke,story
cykla,Bathroom cabinet,9,cabinet,lledaenu,löytää,עמוק,oor,teach,would,stood
cyklist,Liquor cabinet,49,cabinet,gwynt,yrittää,גדול,liefde,equal,desert,war
cylinder,Filing cabinet,89,cabinet,lân,haluta,שקט,kamp,all,energy,liquid
cyniker,Bookcase,39,bookcase,unrhyw,Vierailun,למטה,gedachte,skill,mix,close
cynisk,Canopy bed,209,bed,ateb,mukaan,תשע,set,pair,receive,mine
cynism,Kitchen cabinet,29,cabinet,ci,olivat,אולי,volledige,serve,fresh,after
cysta,Daybed,179,bed,helfa,kymmenen,אישה,zien,bring,death,at
dadda,Radio receiver,49,radio receiver,meddal,merkityksessä,סיומת,geld,shout,found,don’t
dadel,Bookcase,29,bookcase,corff,etua,העיר,instemmen,trade,glad,fall
dag,Bean bag,79,bean bag,ffracsiwn,lähellä,מייצג,vaardigheid,cook,ask,other
daga,Pinball machine,39,arcade,allai,paras,קטן,man,when,drop,poem
dager,Wardrobe,29,wardrobe,fy,perus,עסקה,land,chart,molecule,general
dagg,Infant bed,219,bed,haf,pala,ברזל,uitvinden,meat,what,stick
dagis,Waterbed,109,bed,gall,nopeus,לא,noot,visit,complete,where
daglig,Chess table,159,table,Tybed,näkymä,משקל,zuiden,he,follow,beat
dags,Curio cabinet,9,cabinet,top,maissi,לאסוף,beschermen,boat,speech,imagine
dal,Bar cabinet,19,cabinet,sillafu,kuukausi,רגע,artikel,cost,exercise,sent
dala,Filing cabinet,119,cabinet,corn,metalli,ציפור,bewijzen,silver,thus,soon
daller,Plant stand,9,potted plant,pasio,vesi,שפה,laten,wash,father,spoke
dalta,Mattress,59,mattress,ffurflen,rinnastaa,כמה,verzonden,seed,pose,dark
dam,Bean bag,179,bean bag,rhiant,oi,טון,samen,change,one,head
damasker,Pinball machine,69,arcade,cnwd,yksinkertainen,ארוך,hill,equal,found,eight
damast,Nightstand,59,nightstand,mwy,haju,דורש,schreef,engine,blue,four
damma,Hammock,29,hammock,pobl,rakentaa,לתאר,elk,coat,enter,those
dammig,Entertainment center,59,hifi system,pen,merkki,אתר,partij,practice,held,grow
dana,Canopy bed,129,bed,celf,kiire,כמובן,reden,twenty,meat,product
dank,Bathroom cabinet,39,cabinet,enfawr,kolmas,מצאתי,brengen,teach,kill,interest
dans,Hoosier cabinet,49,cabinet,bar,asia,להופיע,gehouden,a,was,with
dansa,Daybed,129,bed,uchel,uida,מטוס,bloed,rich,press,girl
danska,Hoosier cabinet,39,cabinet,gallu,veri,כמה,behalve,ride,rule,unit
dansör,Stipo a bambocci,49,room,gwraidd,samankaltainen,תפוח,werelddeel,duck,him,war
darr,Wine rack,34,rack,lle,uskoa,פתרון,lijst,second,play,under
darra,Radio receiver,39,radio receiver,goeden,luottaa,כיסא,instrument,part,hit,night
darrig,Platform bed,199,bed,ystafell,talvi,רגל,aftrekken,decimal,children,are
dart,Mattress,19,mattress,sgwrs,voima,למות,bar,dog,final,season
dask,Cupboard,49,cupboard,dynol,vaara,ריקוד,kopie,every,seem,govern
dass,Gun cabinet,89,cabinet,sylfaen,mestari,יקר,snel,rule,wood,eye
dataskärm,Chest of drawers,119,drawers,cymerodd,sijaansa,מי,symbool,just,teach,top
datera,Murphy bed,149,bed,colofn,kisko,שבוע,neus,especially,doctor,bought
dato,Murphy bed,239,bed,ymddangos,lääkäri,סעיף,finale,busy,home,dance
dator,Hall tree,9,hatstand,capten,yritys,להתבונן,doden,card,town,numeral
datorisera,Nightstand,39,nightstand,dyfalu,kala,זרע,hoofd,egg,well,imagine
datum,Daybed,249,bed,egwyl,löytää,קצר,verschijnen,paragraph,said,general
deadline,Chest of drawers,29,drawers,efallai,kopio,בין,geloven,success,best,ask
debatt,Billiard table,19,table,rhoi,tiesi,סביר,lopen,even,brought,pay
debattera,Billiard table,9,table,arbrawf,kysyä,פלא,bepaalde,strong,wave,system
debet,Accubita,39,accubita,dros,bändi,האחרון,kloof,require,few,cover
debitera,Bunk bed,79,bed,tei,osuma,עניין,papier,job,total,wild
debut,Bathroom cabinet,39,cabinet,datblygu,materiaali,נולד,eerlijk,root,mean,dog
debutera,Cupboard,9,cupboard,sŵn,paikka,טון,opnemen,dry,but,bat
december,Daybed,89,bed,hwylio,kiireinen,של,woordenboek,forest,station,school
decennium,Bunk bed,239,bed,un,oli,אזור,experiment,score,present,bread
decibel,Billiard table,19,table,arall,moottori,מישור,bos,imagine,size,drink
decimal,Bookcase,19,bookcase,gorffwys,kylä,הרגיש,geboren,tiny,race,river
deckare,Pantry,89,kitchen,merch,tarina,מוסיקה,muziek,boat,clear,camp
dedicera,Accubita,39,accubita,llygad,stick,עיתונות,bot,sing,sudden,mountain
dedikation,Platform bed,149,bed,gyda,lopullinen,כלב,zomer,complete,while,gave
defilera,Filing cabinet,29,cabinet,rhyfedd,olivat,סיכוי,haast,win,near,you
definiera,Filing cabinet,89,cabinet,arian,tavu,טבעת,stoom,crowd,wash,brown
definition,Waterbed,129,bed,cylch,ruoka,קמט,volledige,beat,horse,flower
definitiv,Bar cabinet,139,cabinet,pentref,seinä,פחות,wist,list,trip,fat
deformera,Hammock,99,hammock,blaned,pitkä,חיים,boven,figure,young,captain
deg,Hall tree,59,hatstand,marwolaeth,vielä,דקות,wild,bring,the,course
dega,Cupboard,49,cupboard,arwain,nimi,הם,noot,sun,pattern,fire
degel,Bookcase,39,bookcase,sy’n,piirtää,חלל,verhaal,through,star,speed
degradera,Platform bed,209,bed,dylunio,kaupunki,נשים,gevangen,house,hear,self
dekadent,Gun cabinet,59,cabinet,gyferbyn,nopeus,מנה,nieuwe,result,edge,keep
dekal,Bunk bed,149,bed,dysgu,väline,רחב,geleid,tall,meant,now
dekis,Futon,239,bed,seren,pieni,לשרוף,toets,dead,shoulder,captain
deklamera,Pantry,79,kitchen,cefnfor,onko,רכוש,bouwen,usual,matter,turn
deklaration,Hammock,99,hammock,clywed,tapahtuma,גבר,sectie,save,distant,table
deklarera,Plant stand,9,potted plant,llawr,ennätys,מירוץ,break,made,describe,stand
deklination,Baker's rack,14,rack,cofio,paljon,לספור,vleermuis,we,famous,require
dekoder,Murphy bed,149,bed,hanes,kuuma,חוט,elke,determine,original,smell
dekor,Wardrobe,19,wardrobe,rhy,ajatella,מפלגה,I,begin,say,continent
dekoration,Piano,9,music,prynu,palo,מרכז,werken,doctor,gray,change
dekorativ,Wine rack,14,rack,egwyl,tarvitsevat,פירות,groen,duck,mean,meet
del,Baker's rack,44,rack,rhaniad,kolmio,סוס,midden,order,oh,log
delaktig,Bunk bed,99,bed,wyneb,aamu,לבדוק,voedsel,divide,agree,tail
dela,Piano,9,music,cymysgu,meni,מכונית,beginnen,mountain,oh,coast
delegat,Platform bed,189,bed,union,jälkeen,משפחה,partij,cool,hot,better
delegera,Toddler bed,179,bed,organ,pallo,בסיסי,afdekking,store,at,shout
delfin,Kitchen cabinet,29,cabinet,enfawr,löytää,בטוח,kopie,been,old,spot
delikat,Hammock,99,hammock,gyriant,päivä,למלא,deal,decide,an,either
delikatess,Toddler bed,119,bed,pâr,teki,החוק,koord,log,salt,drive
delirium,Waterbed,149,bed,byd,ehto,לשבת,hier,drive,few,press
delta,Hammock,39,hammock,cytuno,bar,שלו,onder,shoe,warm,describe
demagog,Filing cabinet,109,cabinet,arfordir,ikkuna,לנצח,een,expect,collect,same
dementera,Toddler bed,209,bed,felly,aihe,מראה,heet,electric,happy,the
demokrat,Wine rack,44,rack,pysgod,mitata,עניין,gewicht,sea,noun,mile
demokrati,Plant stand,9,potted plant,ysgrifenedig,planeetta,תוך,handel,round,general,except
demokratisk,Bar cabinet,59,cabinet,darllen,takaisin,תחושה,wat,indicate,spot,slave
demon,Bookcase,39,bookcase,gyfartal,kolme,רחוק,proces,hurry,drink,and
demonstrant,Waterbed,199,bed,anialwch,tuore,סוג,vriend,gun,chart,little
demonstrera,Mattress,109,mattress,llawer,mies,גשם,afvragen,more,deal,equal
denim,Hammock,99,hammock,gobeithio,yksinkertainen,לשבת,straight,effect,been,main
deodorant,Curio cabinet,9,cabinet,diwrnod,numero,ללכת,berg,wheel,these,cow
departement,Murphy bed,139,bed,wnaeth,Rose,מסכים,twee,town,these,century
deponera,Bathroom cabinet,29,cabinet,rydym,hidas,כדי,vereisen,song,claim,check
deportera,Cabinetry,29,cabinet,gorffen,hissi,כל,verschijnen,motion,we,deep
deppad,Liquor cabinet,79,cabinet,mab,ensimmäinen,ברזל,zee,team,field,am
deppa,Toddler bed,249,bed,disgrifio,eivät,במיוחד,zomer,liquid,air,character
deppig,Wardrobe,39,wardrobe,dro,lumi,דיבורים,altijd,steam,music,money
depression,Closet,9,closet,lleferydd,pian,לפתח,stond,unit,create,plant
deprimerad,Platform bed,149,bed,achos,kuljettaa,חליפה,speciaal,picture,dream,break
depå,Nightstand,9,nightstand,byth,kasvot,זמן,appel,sat,twenty,said
desertera,Curio cabinet,59,cabinet,top,vain,זעקה,beschermen,far,spring,food
design,Sleigh bed,69,bed,cymeriad,vaikka,רגע,zijn,though,so,scale
desinficera,Gun cabinet,89,cabinet,pedwar,termi,עמוק,grond,plan,crease,mouth
desperat,Murphy bed,219,bed,cwmni,antoi,עם,systeem,instrument,heavy,law
despot,Bookcase,39,bookcase,dynol,todennäköinen,ברק,hear,night,women,turn
dessert,Plan chest,79,cabinet,copi,kasvoi,איבר,huidige,fair,use,other
destillera,Bathroom cabinet,19,cabinet,llwybr,kehno,תעשייה,diepe,listen,ocean,sound
destination,Floating shelf,9,shelf,symud,rauta,כולל,object,like,event,reason
destruktiv,Closet,49,closet,neu,puhallus,כרטיס,angst,deep,period,free
detalj,Plan chest,99,cabinet,mil,totta,זה,een,offer,perhaps,buy
detaljerad,Piano,29,music,ddwyrain,maissi,גוף,die,meet,deep,third
detektiv,Pantry,89,kitchen,mand,kone,חד,zus,engine,square,bread
detonera,Filing cabinet,39,cabinet,degol,jos,מים,verscheidene,straight,set,wing
devalvera,Footstool,49,footstool,â’r,rannikko,להציל,goed,inch,mount,spell
devis,Pantry,69,kitchen,deg,laski,מייצג,weer,work,rich,bell
dia,Piano,49,music,coch,puoli,פתרון,licht,teach,especially,place
diabetes,Wine rack,24,rack,rhosyn,liian,לילה,maïs,blue,pattern,map
diabetiker,Gun cabinet,69,cabinet,deunydd,vaara,מכונית,wit,old,guide,station
diadem,Entertainment center,69,hifi system,pŵer,taistelu,ללמד,hoog,though,block,position
diafragma,Entertainment center,59,hifi system,helfa,haju,צריך,vermenigvuldigen,reason,subtract,good
diagnos,Bunk bed,69,bed,llinell,kaupunki,מספר,kijken,their,mass,drink
diagnostisk,Cupboard,99,cupboard,gelyn,tekee,פראי,schilderen,if,steam,mile
diagonal,Chifforobe,9,room,dringo,yhdessä,רשימה,melodie,choose,remember,our
diagram,Wine rack,4,rack,penderfynu,pääte,נתתי,waarnemen,fresh,grow,buy
dialekt,Platform bed,169,bed,sillafu,valmis,לבן,begon,noise,walk,kill
dialog,Four-poster bed,99,bed,gwynt,hauskaa,גדול,vertegenwoordigen,phrase,deep,man
diamant,Filing cabinet,19,cabinet,milltir,aine,סכנה,centrum,proper,break,excite
diameter,Murphy bed,199,bed,afon,edellä,הודעה,geloven,poem,experience,said
diapositiv,Waterbed,99,bed,bwyta,välitön,ישבתי,paar,produce,trouble,hand
dia,Curio cabinet,99,cabinet,wneud,lähettää,תירס,zijn,spend,give,sudden
diarium,Jukebox,39,record player,boblogi,muistaa,חם,zaag,share,weather,much
diesel,Filing cabinet,59,cabinet,syndod,sivu,משותף,verre,before,fraction,pay
diet,Chifforobe,49,room,gwyllt,veloittaa,לקרות,steen,school,reason,big
differens,Gun cabinet,79,cabinet,nifer,muistaa,דורש,vinger,hour,pass,rise
diffus,Mattress,29,mattress,dangos,ikä,שעון,gezicht,tell,machine,ground
difteri,Canopy bed,249,bed,llosgi,hoito,בודד,suggereren,nation,electric,chief
diger,Canopy bed,129,bed,wedi,koskaan,עטלף,maar,him,condition,same
digga,Futon,189,bed,pobl,kivi,מדוע,dier,blue,matter,seven
digitalis,Billiard table,19,table,llyfr,kirjallinen,קר,vergelijken,arrange,climb,dollar
dignitet,Bar cabinet,79,cabinet,ffordd,todistaa,אצבע,origineel,particular,finish,brought
dike,Sleigh bed,129,bed,pentref,orja,הוא,meest,capital,speech,these
dikt,Jukebox,19,record player,arwain,vastaanottaa,זה,geest,nor,size,course
diktamen,Mattress,99,mattress,dynol,uskoa,הר,kamer,hit,store,seven
dikta,Entertainment center,29,hifi system,lân,paikka,דק,gehouden,operate,woman,indicate
diktare,Floating shelf,9,shelf,offeryn,kertoi,עצם,een,team,swim,have
diktat,Bathroom cabinet,39,cabinet,gwirio,kytkeä,קבוצה,gaan,excite,operate,my
diktator,Bookcase,29,bookcase,sain,kala,ב,misschien,blood,paragraph,oh
diktatur,Futon,219,bed,oedd,hyvin,בית,gewas,road,open,force
diktera,Television set,19,television,goedwig,maito,מיידי,spraak,segment,either,wrote
dilemma,Mattress,79,mattress,â’r,suu,אי,zal,surprise,insect,port
dill,Filing cabinet,69,cabinet,derbyn,ohut,אחר,tak,gas,gave,trade
dilla,Television set,49,television,taflen,outo,להציל,geven,get,carry,describe
dille,Tuffet,49,room,lan,paikka,זמן,ja,read,direct,against
dimension,Accubita,39,accubita,cenedl,muutos,להכיל,voorzijde,feet,like,subtract
dimma,Four-poster bed,79,bed,tri,liikunta,מכה,square,leave,solve,hill
dimmig,Murphy bed,119,bed,llawenydd,merkittävä,חד,zorg,ride,position,dream
dingla,Radio receiver,29,radio receiver,rhanbarth,hampaat,דורש,wit,settle,soft,sent
diplom,Wine rack,24,rack,meddwl,yksinäinen,להוכיח,vaak,camp,should,hot
diplomat,Curio cabinet,49,cabinet,welodd,rannikko,עסקה,stil,you,picture,is
diplomatisk,Wardrobe,39,wardrobe,lori,kasvot,תוכל,u,stretch,spell,quart
dipp,Chifforobe,39,room,nos,hiekka,מהיר,termijn,four,late,work
dippa,Four-poster bed,189,bed,cymerodd,mitä,לקנות,oude,plane,bread,mother
direktion,Canopy bed,189,bed,tuag,musta,במהלך,reusachtig,little,period,iron
direktiv,Filing cabinet,119,cabinet,dal,ongelma,להחסיר,drankje,he,know,mark
direktör,Daybed,149,bed,sgôr,maa,סירה,team,noon,thus,position
dirigent,Sleigh bed,169,bed,wyneb,kolmas,נסיעה,duw,suffix,square,power
dirigera,Waterbed,159,bed,dibynnu,puhtaita,מסוים,viel,direct,wide,bad
dis,Bathroom cabinet,9,cabinet,llosgi,usein,צעד,ontmoeten,cook,were,rope
disciplin,Bathroom cabinet,49,cabinet,ateb,oikea,לשקול,mark,roll,chart,believe
diskjockey,Toddler bed,199,bed,amrywio,vuoro,מפורסם,grote,glass,cold,famous
disko,Daybed,199,bed,llygad,syy,אדון,behoorlijk,fire,list,count
disharmoni,Hoosier cabinet,39,cabinet,allweddol,kartta,מאה,zorg,surprise,vary,sheet
disig,Waterbed,109,bed,sylfaenol,erillinen,קטע,helpen,pull,create,together
disk,Bar cabinet,109,cabinet,wnaeth,laatikko,קרוב,boven,bell,continue,food
diska,Stipo a bambocci,29,room,nifer,molemmat,בלוק,elke,force,exact,against
diskare,Tuffet,99,room,adeiladu,raha,מכונה,break,pair,dog,river
diskett,Cabinetry,19,cabinet,yr,kuunnella,אלה,beide,act,else,never
diskonto,Closet,9,closet,dweud,äänekäs,חומר,sommige,hurry,seat,oh
diskotek,Plant stand,9,potted plant,gelyn,liha,עם,laten,travel,month,lot
diskret,Closet,49,closet,oed,kasvi,בטוח,straight,lie,just,happen
diskretion,Hoosier cabinet,49,cabinet,meddwl,monikko,חלק,kat,meat,steel,knew
diskus,Liquor cabinet,29,cabinet,teithio,joki,שמח,weinig,tell,apple,slip
diskussion,Piano,19,music,peiriant,sininen,לספור,dromen,yes,support,probable
diskutabel,Sleigh bed,159,bed,lori,numero,כלב,kleden,got,leg,dry
diskutera,Hall tree,39,hatstand,lle,lauta,רגל,belangrijkste,measure,fly,so
dispens,Murphy bed,79,bed,cenedl,pyörä,כרגיל,spelen,wash,plane,face
dispensär,Hatstand,149,hatstand,geiriadur,minua,תירס,dank,while,lady,hold
disponent,Bathroom cabinet,39,cabinet,os,vain,טווח,hond,division,wave,list
disponerad,Jukebox,29,record player,gwrando,asia,מושבה,vrouw,sell,climb,camp
disponera,Kitchen cabinet,89,cabinet,sefyll,ne,עלות,koele,band,was,over
disponibel,Bookcase,39,bookcase,gwddf,huone,מניה,eeuw,save,temperature,half
disposition,Closet,19,closet,galon,mitata,לשקול,bal,against,eye,first
disputation,Wine rack,44,rack,mwynglawdd,mutta,לאסוף,uw,should,come,cool
dispyt,Bathroom cabinet,29,cabinet,gwaith,esiintyä,מספר,miljoen,metal,dog,connect
distans,Stipo a bambocci,69,room,tywod,veneen,ראשי,genoeg,brother,speed,hair
distingerad,Tuffet,39,room,rhoi,mahdollinen,עולם,eerder,full,single,sail
distinkt,Bunk bed,69,bed,plant,täällä,שעה,verleden,simple,love,love
distinktion,Infant bed,209,bed,nac,tehty,גליל,kans,friend,brother,contain
distrahera,Entertainment center,79,hifi system,agored,rauta,חשבתי,plotseling,decide,war,grew
distribuera,Futon,199,bed,gaeaf,välttämätön,מייל,hoewel,horse,oh,thus
distributör,Bunk bed,169,bed,rydym,hauskaa,ישיר,huis,fly,earth,show
distrikt,Toddler bed,229,bed,clawr,säilytettävä,טווח,kamer,excite,why,equal
disträ,Chest of drawers,9,drawers,anifail,kuori,נוכחי,zei,pitch,oxygen,find
diva,Hatstand,89,hatstand,wneud,hevonen,צורה,werken,hand,more,fear
diverse,Toddler bed,109,bed,oed,arvo,פרץ,spreken,son,distant,populate
dividera,Jukebox,39,record player,cyflymder,kolmas,אומר,schip,roll,top,distant
division,Billiard table,19,table,cysgu,seistä,פרץ,kiezen,soon,stick,continent
djungel,Canopy bed,239,bed,rheswm,sointu,ללבוש,familie,especially,caught,represent
djur,Bookcase,29,bookcase,lluosog,kuva,תא,wedstrijd,problem,trouble,small
djurriket,Futon,99,bed,mawr,vastaan,שני,eend,serve,mountain,spoke
djäkel,Wardrobe,19,wardrobe,cogydd,neiti,למכור,plotseling,spoke,usual,tree
djärv,Wine rack,24,rack,gwddf,cross,רצפה,punt,mine,six,leave
djävel,Piano,49,music,gwrando,push,שלג,regio,and,shell,mass
djävlig,Jukebox,29,record player,lluosog,merkittävä,על,vogel,continent,each,order
djävul,Entertainment center,79,hifi system,byr,kesä,תנועה,gehoord,force,here,last
doa,Stipo a bambocci,19,room,glaw,hedelmät,שאלה,verschillen,ride,together,done
dobbel,Footstool,19,footstool,cenedl,solu,כוח,ei,common,no,wish
dobbleri,Stipo a bambocci,9,room,dyffryn,täysi,חבל,oude,leave,touch,speed
docent,Four-poster bed,79,bed,iawn,aika,קצת,van,voice,mount,card
docka,Television set,59,television,arian,veloittaa,דלת,bloem,hear,may,catch
docka,Pantry,149,kitchen,dynion,kuukausi,אספקה,dichtbij,bank,complete,wheel
doft,Sleigh bed,119,bed,effaith,veli,על,minder,come,push,cry
dogm,Daybed,139,bed,cloch,eläin,רדיו,gebied,law,shoulder,cold
dogmatisk,Jukebox,59,record player,lle,klo,אח,wiens,sat,eye,suggest
doja,Wardrobe,39,wardrobe,gwyrdd,maksaa,כונן,lachen,century,for,raise
doktor,Cupboard,79,cupboard,hoffi,vaihdella,צמיג,probleem,log,walk,own
doktorera,Futon,189,bed,lle,erityistä,לב,gaan,picture,sun,degree
doktrin,Jukebox,49,record player,porthiant,merkki,כוח,rente,oil,engine,even
dokument,Jukebox,69,record player,awyr,hopea,מפתח,sinds,more,bell,pose
dokumentera,Bookcase,39,bookcase,gwario,musta,כתף,gebeuren,happen,far,object
dokumentär,Curio cabinet,99,cabinet,byth,me,עץ,tien,arrive,any,pound
doldis,Floating shelf,9,shelf,dychmygu,asettaa,בעיה,zin,mount,once,world
dolk,Tuffet,59,room,ffres,tavallinen,גז,stem,ring,sail,no
dollar,Bar cabinet,19,cabinet,rhyfel,kuten,הם,gezicht,my,metal,chick
domare,Accubita,9,accubita,yn,sekoittaa,קטן,paragraaf,product,show,found
domdera,Wardrobe,29,wardrobe,sut,pimeä,להחזיק,geest,help,well,connect
